Nombre;Tipo;Categoria;Varios;Poblacion;Municipio;Coordenadas;Identificador;Fecha;Categoría de imágenes en Commons;
Palacio de los Marqueses de Valbuena;Monumento;Palacio;;Medio Cudeyo;Solares;43°23′06″N 3°44′22″O;RI-51-0005047;21 de diciembre de 1984;Principal: Palace of Marquesses of Valbuena
Cueva de Hornos de la Peña;Monumento;Cueva;;San Felices de Buelna;Tarriba;;RI-51-0000268;25 de abril de 1924;Principal: Hornos de la Pena cave
Casa del Padre Rábago;Sitio histórico;;;Polaciones;Tresabuela;43°05′10″N 4°25′41″O;RI-54-0000184;22 de enero de 2004;Principal: House of Padre Rábago
Rollo Heráldico;Monumento;;;Villafufre;Vega de Villafufre;43°15′29″N 3°50′57″O;RI-51-0010785;3 de abril de 2002;Principal: Rollo heráldico de Villafufre
Torre Medieval de Velo de Puente Arce;Monumento;Torre;;Piélagos;Velo de Puente Arce;43°24′25″N 3°56′06″O;RI-51-0004955;13 de octubre de 1983;Principal: Tower of Velo
Cueva de los Marranos;Monumento;Período: Paleolítico;;Lamasón;Venta de Fresnedo;;RI-51-0010520;22 de marzo de 2000;
Iglesia de Santa María la Mayor;Monumento;Iglesia;;Hermandad de Campóo de Suso;Villacantid.;43°00′13″N 4°12′26″O;RI-51-0004566;15 de enero de 1982;
Iglesia de Santa Cecilia;Monumento;Iglesia;;Santiurde de Toranzo;Villasevil;43°15′10″N 3°56′10″O;RI-51-0004284;23 de junio de 1978;
Torre de Villegas;Monumento;Torre;;Santiurde de Toranzo;Villasevil;;RI-51-0007171;4 de febrero de 1992;
Iglesia de Santa María;Monumento;Iglesia;;Cartes;Yermo;43°18′29″N 4°04′56″O;RI-51-0000345;4 de julio de 1930;Principal: Church of Santa María, Yermo
Casona de Espina con su torre y portalada;Monumento;Casa;;Ampuero;Ampuero;43°20′31″N 3°24′34″O;RI-51-0007322;7 de diciembre de 1994;Principal: Casona de Espina
Iglesia de Santa Marina;Monumento;Iglesia;;Ampuero;Udalla;43°19′07″N 3°26′48″O;RI-51-0004969;2 de noviembre de 1983;Principal: Church of Santa Marina, Udalla
Iglesia Románica de San Andrés;Monumento;Arquitectura religiosa;Estilo: Románico;Anievas;Cotillo;43°12′07″N 4°00′06″O;RI-51-0004567;15 de enero de 1982;Principal: Church of San Andrés, Cotillo
Iglesia de Nuestra Señora de la Asunción;Monumento;Iglesia;;Arnuero;Arnuero;43°28′22″N 3°33′47″O;RI-51-0005266;18 de marzo de 1993;Principal: Church of Nuestra Señora de la Asunción, Arnuero
Iglesia Parroquial de San Pelayo;Monumento;Iglesia;;Arredondo;Arredondo;43°16′29″N 3°36′07″O;RI-51-0005202;20 de julio de 1988;Principal: Church of San Pelayo, Arredondo
Palacio y Capilla de Rugama ;Monumento;Palacio;;Bárcena de Cicero;Gama;43°24′43″N 3°30′21″O;RI-51-0004878;11 de mayo de 1983;Principal: Palace and chapel of Rugama
Camino Real de Las Hoces;Monumento;Vía de tránsito;;Bárcena de Pie de Concha;Bárcena de Pie de Concha;;RI-51-0011528;14 de octubre de 2005;Principal: Camino real de las Hoces in Bárcena Pie de Concha
Iglesia de Santa María;Monumento;Iglesia;;Bareyo;Bareyo;43°28′21″N 3°35′46″O;RI-51-0004285;23 de junio de 1978;Principal: Santa María de Bareyo
Casona de Carrejo;Monumento;;;Cabezón de la Sal;Carrejo;43°17′38″N 4°14′17″O;RI-51-0005043;20 de diciembre de 1984;Principal: Casona de Carrejo
Museo de la Naturaleza de Cantabria;Casa;;;Cabezón de la Sal;Carrejo;;;;
Conjunto Histórico Artístico la Villa;Conjunto histórico artístico;;;Cartes;Cartes;43°19′34″N 4°04′08″O;RI-53-0000332;29 de marzo de 1985;Principal: Conjunto histórico artístico de la villa de Cartes, Cantabria
Casa de los Chelines;Monumento;;;Castro Urdiales;Castro Urdiales;43°23′03″N 3°13′02″O;RI-51-0005335;16 de octubre de 1991;Principal: Casa de los Chelines
Casa para Isidra del Cerro ;Monumento;Casa;;Castro Urdiales;Castro Urdiales;43°22′48″N 3°13′02″O;RI-51-0005334;16 de noviembre de 1990;Principal: Casa para Isidra del Cerro
"Casa-palacio ""Residencia Pedro Velarde"" ";Monumento;Casa;;Castro Urdiales;Castro Urdiales;43°22′37″N 3°12′53″O;RI-51-0006818;26 de abril de 1993;Principal: Casa-palacio Residencia Pedro Velarde
Cementerio Municipal de Ballena;Monumento;Cementerio;;Castro Urdiales;Castro Urdiales;43°23′36″N 3°13′30″O;RI-51-0007398;7 de diciembre de 1994;Principal: Municipal cementery of La Ballena
Chalet de los San Martín;Monumento;Casa;;Castro Urdiales;Castro Urdiales;43°22′41″N 3°12′58″O;RI-51-0005284;6 de agosto de 1992;Principal: Chalet de los San Martín
Chalet Sotileza;Monumento;Casa;;Castro Urdiales;Castro Urdiales;43°22′31″N 3°12′50″O;RI-51-0005336;12 de mayo de 1989;
Conducción de Aguas de El Chorrillo;Zona arqueológica;;;Castro Urdiales;Castro Urdiales;43°22′56″N 3°13′27″O;RI-55-0000858;26 de enero de 2006;
Conjunto Histórico de Castro Urdiales;Conjunto histórico;;;Castro Urdiales;Castro Urdiales;43°23′05″N 3°12′54″O;RI-53-0000513;21 de noviembre de 2000;Principal: Castro Urdiales
Cueva Aurelia;Monumento;Cueva;;Castro Urdiales;Castro Urdiales;;RI-51-0010521;22 de marzo de 2000;
Cueva del Cuco;Zona arqueológica;;;Castro Urdiales;Castro Urdiales;;RI-55-0000517;6 de junio de 1996;
Iglesia de Santa María;Monumento;Iglesia;;Castro Urdiales;Castro Urdiales;43°23′04″N 3°12′56″O;RI-51-0000855;3 de junio de 1931;Principal: Church of Santa María de la Asunción, Castro Urdiales
Jardín de los Ocharan;Jardín histórico;;;Castro Urdiales;Castro Urdiales;43°22′32″N 3°13′02″O;RI-52-0000059;20 de diciembre de 1984;Principal: Jardín de los Ocharan
Palacete Castillo-observatorio y Jardines de los Ocharan;Monumento;Palacio;;Castro Urdiales;Castro Urdiales;43°22′32″N 3°13′05″O;RI-51-0005042;20 de diciembre de 1984;Otras: Palacete de los Ocharan, Castro Urdiales
Restos de la Antigua Colonia de Flaviobriga y de la Villa Medieval;Zona arqueológica;;;Castro Urdiales;Castro Urdiales;;RI-55-0000117;21 de noviembre de 2000;
Ruinas de la Torre Medieval;Monumento;;;Castro Urdiales;Castro Urdiales;43°23′31″N 3°15′05″O;RI-51-0010788;3 de abril de 2002;
Conjunto Histórico Artístico la Villa;Conjunto histórico artístico;;;Comillas;Comillas;43°23′13″N 4°17′22″O;RI-53-0000333;29 de marzo de 1985;Principal: Comillas (Cantabria)
Fachada principal del cementerio;Monumento;Cementerio;;Comillas;Comillas;43°23′24″N 4°17′38″O;RI-51-0004919;28 de julio de 1983;Principal: Cemetery of Comillas
Jardínes de la Universidad Pontificia;Jardín histórico;;;Comillas;Comillas;43°23′10″N 4°18′01″O;RI-52-0000060;27 de febrero de 1985;Principal: Universidad Pontificia de Comillas
Palacio de Sobrellano del Marques de Comillas, la capilla-panteón y su parque;Conjunto histórico;;;Comillas;Comillas;43°23′01″N 4°17′40″O;RI-53-0000524;12 de abril de 2002;Principal: Palacio de Sobrellano
Universidad Pontificia de Comillas;Monumento;;;Comillas;Comillas;43°23′11″N 4°17′56″O;RI-51-0005057;22 de febrero de 1985;Principal: Universidad Pontificia de Comillas
Villa El Capricho  - Casa Díaz de Quijano;Monumento;Casa;;Comillas;Comillas;43°23′01″N 4°17′34″O;RI-51-0003828;24 de julio de 1969;Principal: El Capricho (Gaudí)
Palacio de los Fernández de Velasco;Monumento;Palacio;;Entrambasaguas;Entrambasaguas;43°22′52″N 3°40′48″O;RI-51-0005050;21 de diciembre de 1984;Principal: Palace of Fernández de Velasco
Ruinas del Castillo de Montehano;Monumento;Castillo;;Escalante;Escalante;43°25′58″N 3°29′46″O;RI-51-0008242;6 de noviembre de 1981;
Conjunto Histórico de la Parte Antigua de Laredo;Conjunto histórico;;;Laredo;Laredo;43°24′43″N 3°24′42″O;RI-53-0000118;3 de diciembre de 1970;Principal: Old town hall of Laredo
Iglesia de Santa María de la Asunción;Monumento;Iglesia;;Laredo;Laredo;43°24′48″N 3°24′40″O;RI-51-0000856;3 de junio de 1931;Principal: Church of Santa María de la Asunción, Laredo
Cruz de Rubalcaba;Monumento;Remate esquinal - Estilo: Barroco;;Liérganes;Liérganes;43°19′27″N 3°44′33″O;RI-51-0006822;9 de mayo de 1994;Principal: Cruz de Rubalcaba
Iglesia de San Pedro ad Víncula;Monumento;Arquitectura religiosa;;Liérganes;Liérganes;43°20′45″N 3°44′58″O;RI-51-0006823;9 de mayo de 1994;Principal: Church of San Pedro ad Víncula, Liérganes
Localidad de Liérganes;Conjunto histórico artístico;;;Liérganes;Liérganes;43°20′31″N 3°44′32″O;RI-53-0000507;16 de abril de 1999;Principal: Liérganes
Iglesia Parroquial de San Pedro;Monumento;Iglesia;;Limpias;Limpias;43°21′52″N 3°25′02″O;RI-51-0004965;26 de octubre de 1983;Principal: Church of San Pedro de Rucoba (Santuario del Cristo), Limpias
Cueva de Cudòn;Monumento;Cueva;;Miengo;Miengo;;RI-51-0010233;14 de septiembre de 1998;
Casa para Obdulia Bonifaz ;Monumento;Casa;;Noja;Noja;43°28′57″N 3°31′13″O;RI-51-0006859;10 de marzo de 1992;Principal: Palacio del Marqués de Albaicín
Casa-palacio de Zilla;Monumento;Casa;;Noja;Noja;43°28′44″N 3°31′47″O;RI-51-0006863;10 de noviembre de 1994;Principal: House-palace of Zilla
Torre de los Velasco;Monumento;Torre;;Noja;Noja;43°28′52″N 3°31′16″O;RI-51-0007172;4 de febrero de 1992;Principal: Palace of Fernández de Velasco
Camino Real de Las Hoces;Monumento;Vía de tránsito;;Pesquera;Pesquera;;RI-51-0011528;14 de octubre de 2005;Principal: Category:Camino real de las Hoces in Pesquera
Cueva de Santián;Monumento;Cueva;;Piélagos;Piélagos;43°24′11″N 3°55′19″O;RI-51-0009069;25 de mayo de 1995;
Conjunto Histórico Artístico la Villa de Potes;Conjunto histórico artístico;;;Potes;Potes;43°09′13″N 4°37′25″O;RI-53-0000285;2 de marzo de 1983;Principal: Conjunto histórico artístico de la villa de Potes
Iglesia gótica de San Vicente;Monumento;Iglesia;;Potes;Potes;43°09′16″N 4°37′29″O;RI-51-0006843;2 de octubre de 2000;Principal: Gothic church of San Vicente, Potes
Torre del Infantado;Monumento;Torre;;Potes;Potes;43°09′15″N 4°37′26″O;RI-51-0011422;25 de junio de 1985;Principal: Torre del Infantado
Valle de Liébana;Sitio histórico;;;Potes;;;RI-54-0000026;16 de agosto de 1968;Principal: Valle de Liébana (Sitio Histórico), Cantabria
Cueva de la Pasiega1​;Monumento;Arte paleolítico;;Puente Viesgo;Puente Viesgo;43°17′28″N 3°57′51″O;RI-51-0000269;25 de abril de 1924;Principal: Cueva de La Pasiega
Cueva de Las Chimeneas1​;Monumento;Yacimiento arqueológico;;Puente Viesgo;Puente Viesgo;43°17′28″N 3°57′51″O;RI-51-0004287-00002;23 de junio de 1978;Principal: Cueva de Las Chimeneas
Cueva del Castillo;Monumento;Cueva;;Puente Viesgo;Puente Viesgo;43°17′32″N 3°57′56″O;RI-51-0000267;25 de abril de 1924;Principal: El Castillo cave
Cuevas de las Monedas y de las Chimeneas;Monumento;Cueva;;Puente Viesgo;Puente Viesgo;;RI-51-0004287;23 de junio de 1978;Otras: Las Monedas cave
Cueva de Covalanas;Monumento;Cueva;;Ramales de la Victoria;Ramales de la Victoria;43°14′44″N 3°27′08″O;RI-51-0000270;25 de abril de 1924;Principal: Covalanas cave
Cueva de la Luz;Monumento;Cueva;;Ramales de la Victoria;Ramales de la Victoria;;RI-51-0011176;25 de junio de 1985;
Zona arqueológica de Ramales;Zona arqueológica;;;Ramales de la Victoria;Ramales de la Victoria;;RI-55-0000884;30 de noviembre de 2006;Principal: Zona arqueológica de Ramales, Cantabria
Iglesia Parroquial de San Andrés;Monumento;Iglesia;;Rasines;Rasines;43°18′25″N 3°25′33″O;RI-51-0005048;21 de diciembre de 1984;
Iglesia de San Sebastián;Monumento;Iglesia;;Reinosa;Reinosa;42°59′59″N 4°08′24″O;RI-51-0004822;9 de marzo de 1983;Principal: Church of San Sebastián, Reinosa
La Casona;Monumento;;;Reinosa;Reinosa;42°59′54″N 4°08′19″O;RI-51-0004711;6 de octubre de 1982;Principal: Palace of la Casona (Reinosa)
Complejo Kárstico del Monte de la Garma;Zona arqueológica;;;Ribamontán al Monte;Ribamontán al Monte;;RI-55-0000118;7 de julio de 1998;
Portalada de Carlos III;Monumento;;;Riotuerto;Riotuerto;43°21′09″N 3°42′27″O;RI-51-0005049;21 de diciembre de 1984;Principal: Portalada de Carlos III
Palacio de Mier ;Monumento;Palacio;;Ruente;Monasterio;43°15′36″N 4°15′50″O;RI-51-0007334;30 de noviembre de 1992;
Castros del monte Dobra;Zona arqueológica;;;San Felices de Buelna;San Felices de Buelna;43°17′52″N 4°00′56″O;RI-55-0000883;31 de agosto de 2006;
Cueva de Sovilla;Monumento;Cueva;;San Felices de Buelna;San Felices de Buelna;;RI-51-0010232;14 de septiembre de 1998;
Castillo de San Vicente de la Barquera;Monumento;Castillo;;San Vicente de la Barquera;San Vicente de la Barquera;43°23′07″N 4°23′58″O;RI-51-0010815;25 de junio de 1985;
Conjunto histórico de Puebla Vieja de San Vicente de la Barquera;Conjunto histórico;;;San Vicente de la Barquera;San Vicente de la Barquera;43°23′04″N 4°24′05″O;RI-53-0000343;28 de agosto de 1987;
Finca del Convento de San Luis ;Monumento;;;San Vicente de la Barquera;San Vicente de la Barquera;43°22′50″N 4°23′54″O;RI-51-0007208;4 de marzo de 1992;
Iglesia de Santa María;Monumento;Iglesia;;San Vicente de la Barquera;San Vicente de la Barquera;43°23′02″N 4°24′14″O;RI-51-0000860;3 de junio de 1931;
Antiguo Hospital de San Rafael  - Parlamento de Cantabria;Monumento;Hospital;;Santander;Santander;43°27′35″N 3°48′49″O;RI-51-0004859;20 de abril de 1983;
Archivo Histórico Provincial de Santander;Archivo;;;Santander;Santander;43°27′16″N 3°48′49″O;RI-AR-0000023;10 de noviembre de 1997;Principal: Archivo Histórico Provincial de Cantabria
Biblioteca Pública del Estado;Biblioteca;;;Santander;Santander;43°27′16″N 3°48′51″O;RI-BI-0000032;25 de junio de 1985;
Catedral de la Asunción de la Virgen;Monumento;Catedral;;Santander;Santander;43°27′38″N 3°48′27″O;RI-51-0000854;3 de junio de 1931;
Conjunto histórico del Sardinero;Conjunto histórico;;;Santander;Santander;43°28′23″N 3°47′02″O;RI-53-0000342;1 de agosto de 1986;
Conjunto Histórico Paseo de Pereda y Calle de Castelar;Conjunto histórico;;;Santander;Santander;43°27′44″N 3°48′01″O;RI-53-0000329;14 de marzo de 1985;Principal: Conjunto Histórico Paseo de Pereda y Calle Castelar
Convento de Santa Cruz de Santander - (Antiguo edificio de la Tabacalera);Monumento;Arquitectura religiosa - Convento;;Santander;Santander;43°27′37″N 3°48′48″O;RI-51-0004613;5 de marzo de 1982;
Dique de Gamazo;Monumento;Dique;;Santander;Santander;43°27′43″N 3°47′22″O;RI-51-0010705;29 de noviembre de 2001;
Edificio de la Biblioteca y Casa-Museo de Menéndez Pelayo;Monumento;Casa;;Santander;Santander;43°27′46″N 3°48′45″O;RI-51-0004612;5 de marzo de 1982;
Iglesia de la Anunciación  - La Compañía;Monumento;Iglesia;;Santander;Santander;43°27′45″N 3°48′27″O;RI-51-0006930;11 de noviembre de 1992;
Iglesia de Santa Lucía;Monumento;Iglesia;;Santander;Santander;43°27′48″N 3°48′08″O;RI-51-0005314;15 de abril de 1987;
Jardines del Palacio de la Magdalena;Jardín histórico;;;Santander;Santander;43°28′10″N 3°46′08″O;RI-52-0000037;12 de febrero de 1982;
Mercado del Este;Monumento;Arquitectura civil - Mercado;;Santander;Santander;43°27′44″N 3°48′16″O;RI-51-0005265;31 de octubre de 1986;
Museo Municipal de Pinturas;Monumento;Museo;;Santander;Santander;43°27′45″N 3°48′45″O;RI-51-0001399;1 de marzo de 1962;Principal: Museo de Arte Moderno y Contemporáneo de Santander y Cantabria
Museo Provincial de Prehistoria;Monumento;Museo;;Santander;Santander;43°27′45″N 3°48′16″O;RI-51-0001398;1 de marzo de 1962;
Palacio de la Magdalena y sus Jardínes;Monumento;Palacio;;Santander;Santander;43°28′09″N 3°45′58″O;RI-51-0004592;12 de febrero de 1982;
Palacio de Riva-Herrera;Monumento;Palacio;;Santander;Santander;43°27′37″N 3°49′52″O;RI-51-0004329;2 de febrero de 1979;Principal: Palace of Riva-Herrera
Seminario de Monte Corbán;Monumento;Seminario;;Santander;Santander;43°27′53″N 3°52′07″O;RI-51-0009276;28 de marzo de 2002;
Colegiata y Claustro de Santa Juliana;Monumento;Colegiata;;Santillana del Mar;Santillana del Mar;43°23′32″N 4°06′22″O;RI-51-0000057;12 de marzo de 1889;Principal: Collegiate of Santa Juliana, Santillana del Mar
Conjunto Histórico de la Villa de Santillana del Mar;Conjunto histórico;;;Santillana del Mar;Santillana del Mar;43°23′27″N 4°06′25″O;RI-53-0000008;27 de julio de 1943;Principal: Santillana del Mar
Cueva de Altamira1​;Monumento;Arte paleolítico;;Santillana del Mar;Santillana del Mar;43°22′37″N 4°07′10″O;RI-51-0000266;25 de abril de 1924;
Palacio de Viveda de Arronte;Monumento;Palacio;;Santillana del Mar;Santillana del Mar;43°22′51″N 4°03′18″O;RI-51-0004607;26 de febrero de 1982;
Torre de Don Beltrán de la Cueva;Monumento;;;Santillana del Mar;Santillana del Mar;43°22′42″N 4°04′19″O;RI-51-0004457;9 de enero de 1981;
Abrigo de la Peña del Perro;Monumento;;;Santoña;Santoña;;RI-51-0010198;7 de abril de 1998;
Antiguo Hospital Militar;Monumento;Hospital;;Santoña;Santoña;;RI-51-0003883;12 de junio de 1972;
Batería Baja de Galvanes;Monumento;Batería;;Santoña;Santoña;;RI-51-0007176;4 de febrero de 1992;Principal: Batería Baja de Galvanes
Batería de San Martín Alto;Monumento;Batería;;Santoña;Santoña;;RI-51-0007177;4 de febrero de 1992;
Casa Palacio del Marqués de Manzanedo y su jardín - Palacio de Manzanedo;Monumento;Palacio;;Santoña;Santoña;;RI-51-0005414;27 de marzo de 1992;
Fortín de San Carlos;Monumento;Fortín;;Santoña;Santoña;;RI-51-0010200;7 de abril de 1998;
Fuerte de Napoleón;Monumento;Fuerte;;Santoña;Santoña;;RI-51-0007173;4 de febrero de 1992;
Fuerte de San Carlos;Monumento;Fuerte;;Santoña;Santoña;;RI-51-0007175;4 de febrero de 1992;
Fuerte de San Martín;Monumento;Fuerte;;Santoña;Santoña;;RI-51-0007174;4 de febrero de 1992;
Iglesia de Santa María del Puerto;Monumento;Iglesia;;Santoña;Santoña;;RI-51-0000859;3 de junio de 1931;
Cueva del Otero;Monumento;Cueva;;Secadura;Secadura;;RI-51-0010199;7 de abril de 1998;
Cuatro cubos del cerramiento de la Casona de Linares;Monumento;;;Selaya;Selaya;43°12′50″N 3°48′23″O;RI-51-0010830;3 de abril de 2002;
Cubo de la calle del Campo;Monumento;;;Selaya;Selaya;43°13′04″N 3°48′26″O;RI-51-0010831;3 de abril de 2002;
Cubo de la calle Fraternidad;Monumento;;;Selaya;Selaya;43°12′48″N 3°48′15″O;RI-51-0010829;3 de abril de 2002;
Cubos de la calle Soledad;Monumento;;;Selaya;Selaya;43°12′44″N 3°48′22″O;RI-51-0010828;3 de abril de 2002;
Cubos y rollo heráldico;Monumento;;;Selaya;Selaya;43°12′57″N 3°48′24″O;RI-51-0010786;3 de abril de 2002;
Rollo Heráldico de la calle Campera;Monumento;;;Selaya;Selaya;43°12′47″N 3°48′23″O;RI-51-0010832;3 de abril de 2002;
Conjunto Histórico de Tudanca;Conjunto histórico;;;Tudanca;Tudanca;43°09′08″N 4°22′23″O;RI-53-0000281;22 de diciembre de 1982;
Palacio de Soñanes;Monumento;Palacio;;Villacarriedo;Villacarriedo;43°13′52″N 3°48′18″O;RI-51-0004518;18 de septiembre de 1981;Principal: Palacio de Soñanes
